160431,167913,1.0014,0.9941,1.0045,0.9917,1.0083,1.0033,1.0064,0.9958
170000,172619,1.0016,0.9954,1.0066,0.9937,1.0025,0.9976,1.0046,0.9940
172620,173692,1.0017,0.9955,1.0058,0.9930,1.0035,0.9986,1.0029,0.9924
175830,177139,1.0021,0.9958,1.0074,0.9944,1.0017,0.9968,1.0040,0.9933
177140,178421,1.0025,0.9962,1.0076,0.9946,1.0010,0.9960,1.0050,0.9944
178424,180252,1.0024,0.9961,1.0072,0.9942,0.9970,0.9922,1.0059,0.9953
